sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
WB02-L-Yellow,,Top,simple,Default Category/Women/Tops/Bras & Tanks,base,Erica Evercool Sports Bra-L-Yellow,"<p>Perfect for medium-impact workouts, our Erica EverCool&trade; Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.</p>
<p>&bull; Honeycomb light blue bra top.<br />&bull; Elastic hem.<br />&bull; Reinforced binding. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,erica-evercool-sports-bra-l-yellow,,,,/w/b/wb02-yellow_main.jpg,,/w/b/wb02-yellow_main.jpg,,/w/b/wb02-yellow_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Yellow,size=L",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb02-yellow_main.jpg,,,,,,,,,,,
WB02-XL-Blue,,Top,simple,Default Category/Women/Tops/Bras & Tanks,base,Erica Evercool Sports Bra-XL-Blue,"<p>Perfect for medium-impact workouts, our Erica EverCool&trade; Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.</p>
<p>&bull; Honeycomb light blue bra top.<br />&bull; Elastic hem.<br />&bull; Reinforced binding. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,erica-evercool-sports-bra-xl-blue,,,,/w/b/wb02-blue_main.jpg,,/w/b/wb02-blue_main.jpg,,/w/b/wb02-blue_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Blue,size=XL",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/b/wb02-blue_alt1.jpg,/w/b/wb02-blue_back.jpg,/w/b/wb02-blue_main.jpg",",,",,,,,,,,,,
WB02-XL-Orange,,Top,simple,Default Category/Women/Tops/Bras & Tanks,base,Erica Evercool Sports Bra-XL-Orange,"<p>Perfect for medium-impact workouts, our Erica EverCool&trade; Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.</p>
<p>&bull; Honeycomb light blue bra top.<br />&bull; Elastic hem.<br />&bull; Reinforced binding. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,erica-evercool-sports-bra-xl-orange,,,,/w/b/wb02-orange_main.jpg,,/w/b/wb02-orange_main.jpg,,/w/b/wb02-orange_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Orange,size=XL",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb02-orange_main.jpg,,,,,,,,,,,
WB02-XL-Yellow,,Top,simple,Default Category/Women/Tops/Bras & Tanks,base,Erica Evercool Sports Bra-XL-Yellow,"<p>Perfect for medium-impact workouts, our Erica EverCool&trade; Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.</p>
<p>&bull; Honeycomb light blue bra top.<br />&bull; Elastic hem.<br />&bull; Reinforced binding. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,erica-evercool-sports-bra-xl-yellow,,,,/w/b/wb02-yellow_main.jpg,,/w/b/wb02-yellow_main.jpg,,/w/b/wb02-yellow_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Yellow,size=XL",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb02-yellow_main.jpg,,,,,,,,,,,
WB03-XS-Green,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-XS-Green,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-xs-green,,,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Green,size=XS",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/b/wb03-green_alt1.jpg,/w/b/wb03-green_back.jpg,/w/b/wb03-green_main.jpg",",,",,,,,,,,,,
WB03-XS-Red,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-XS-Red,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-xs-red,,,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Red,size=XS",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-red_main.jpg,,,,,,,,,,,
WB03-XS-Yellow,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-XS-Yellow,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-xs-yellow,,,,/w/b/wb03-yellow_main.jpg,,/w/b/wb03-yellow_main.jpg,,/w/b/wb03-yellow_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Yellow,size=XS",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-yellow_main.jpg,,,,,,,,,,,
WB03-S-Green,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-S-Green,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-s-green,,,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Green,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/b/wb03-green_alt1.jpg,/w/b/wb03-green_back.jpg,/w/b/wb03-green_main.jpg",",,",,,,,,,,,,
WB03-S-Red,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-S-Red,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-s-red,,,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Red,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-red_main.jpg,,,,,,,,,,,
WB03-S-Yellow,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-S-Yellow,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-s-yellow,,,,/w/b/wb03-yellow_main.jpg,,/w/b/wb03-yellow_main.jpg,,/w/b/wb03-yellow_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Yellow,size=S",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-yellow_main.jpg,,,,,,,,,,,
WB03-M-Green,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-M-Green,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-m-green,,,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Green,size=M",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/b/wb03-green_alt1.jpg,/w/b/wb03-green_back.jpg,/w/b/wb03-green_main.jpg",",,",,,,,,,,,,
WB03-M-Red,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-M-Red,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-m-red,,,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Red,size=M",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-red_main.jpg,,,,,,,,,,,
WB03-M-Yellow,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-M-Yellow,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-m-yellow,,,,/w/b/wb03-yellow_main.jpg,,/w/b/wb03-yellow_main.jpg,,/w/b/wb03-yellow_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Yellow,size=M",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-yellow_main.jpg,,,,,,,,,,,
WB03-L-Green,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-L-Green,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-l-green,,,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,/w/b/wb03-green_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Green,size=L",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,"/w/b/wb03-green_alt1.jpg,/w/b/wb03-green_back.jpg,/w/b/wb03-green_main.jpg",",,",,,,,,,,,,
WB03-L-Red,,Top,simple,"Default Category/Women/Tops/Bras & Tanks,Default Category/Collections/New Luma Yoga Collection,Default Category/Collections/Performance Fabrics,Default Category",base,Celeste Sports Bra-L-Red,"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,39,,,,celeste-sports-bra-l-red,,,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,/w/b/wb03-red_main.jpg,,,,"10/24/16, 12:37 PM","10/24/16, 12:37 PM",,,Block after Info Column,,,,,,,,,,,Use config,,"color=Red,size=L",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,0,,,,,,,/w/b/wb03-red_main.jpg,,,,,,,,,,,
